Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,lat_1,lat_2,lon_1,lon_2,lat_1_radians,lat_2_radians,lon_1_radians,lon_2_radians,distance (miles),distance (Km)
"London, United Kingdom - Nice, France",NCE,LHR,43.7,7.21,51.47,-0.45,43.7,51.47,7.21,-0.45,0.76270861,0.898320645,0.125838194,-0.007853979,645,1037
"Delhi, India - New York, United States Of America",JFK,DEL,40.6,-73.79,28.66,77.26,40.6,28.66,-73.79,77.26,0.708603423,0.500211185,-1.287877995,1.348440898,7312,11768
"Calgary, Canada - London, United Kingdom",LHR,YYC,51.5,-0.45,51.13,-114.01,51.5,51.13,-0.45,-114.01,0.898844243,0.892386527,-0.007853979,-1.989849169,4361,7019
"Bloemfontein, South Africa - Durban, South Africa",DUR,BFN,-30,30.95,-29.1,26.3,-30,-29.1,30.95,26.3,-0.523598588,-0.507890631,0.54017921,0.459021429,287,461
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75,49,52.31,2.54,4.75,0.855211028,0.912981405,0.044331347,0.08290311,249,400
"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,50.1,47.45,8.56,8.57,0.874409643,0.828158434,0.149400131,0.149574663,183,295
"Copenhagen, Denmark - Newark, United States Of America",CPH,EWR,55.6,12.64,40.69,-74.18,55.6,40.69,12.64,-74.18,0.970402717,0.710174219,0.220609539,-1.294684776,3861,6214
"New Orleans, United States Of America - New York, United States Of America",LGA,MSY,40.8,-73.88,29.98,-90.26,40.8,29.98,-73.88,-90.26,0.71209408,0.523249523,-1.28944879,-1.57533362,1185,1907
"Boston, United States Of America - Chicago, United States Of America",ORD,BOS,41.6,-98.93,42.21,-71,41.6,42.21,-98.93,-71,0.726056709,0.736703214,-1.726653612,-1.239183326,1432,2305
"New York, United States Of America - Nice, France",JFK,NCE,40.6,-73.79,43.67,7.21,40.6,43.67,-73.79,7.21,0.708603423,0.762185012,-1.287877995,0.125838194,3987,6416
"Charlottesville, United States Of America - New York, United States Of America",LGA,CHO,40.8,-73.88,37.23,-88.81,40.8,37.23,-73.88,-88.81,0.71209408,0.649785848,-1.28944879,-1.550026354,838,1349
"Geneva, Switzerland - London, United Kingdom",GVA,LGW,46.2,6.11,51.16,-0.16,46.2,51.16,6.11,-0.16,0.806341826,0.892910126,0.106639579,-0.002792526,447,719
"Copenhagen, Denmark - Stockholm, Sweden",ARN,CPH,60.7,15.85,55.63,12.64,60.7,55.63,15.85,12.64,1.059414477,0.970926316,0.276634588,0.220609539,370,595
"New York, United States Of America - Sydney, Australia",SYD,JFK,-33.9,151.23,40.64,-73.79,-33.9,40.64,151.23,-73.79,-0.591666405,0.709301554,2.639460484,-1.287877995,9956,16023
"Entebbe/kampala, Uganda - Johannesburg, South Africa",EBB,JNB,0,32.44,-26.13,28.23,0,-26.13,32.44,28.23,0,-0.45605437,0.566184607,0.492706272,1829,2944
"Manila, Philippines - Newcastle, United Kingdom",NCL,MNL,25.3,55.35,14.51,121.02,25.3,14.51,55.35,121.02,0.441568143,0.253247184,0.966039396,2.112196706,4296,6914
"Cairo, Egypt - Dubai, United Arab Emirates",CAI,DXB,30.1,31.25,25.25,55.35,30.1,25.25,31.25,55.35,0.525343917,0.440695479,0.545415196,0.966039396,1511,2431
"Birmingham, United Kingdom - Dubai, United Arab Emirates",DXB,BHX,25.3,55.35,52.45,-1.73,25.3,52.45,55.35,-1.73,0.441568143,0.915424865,0.966039396,-0.030194185,3482,5603
"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,51.5,38.77,-0.45,-9.13,0.898844243,0.676663909,-0.007853979,-0.159348504,975,1570
"Glasgow, United Kingdom - London, United Kingdom",LCY,GLA,51.5,0.05,55.86,-4.43,51.5,55.86,0.05,-4.43,0.898844243,0.974940572,0.000872664,-0.077318058,353,568
"Milan, Italy - Zurich, Switzerland",MXP,ZRH,45.5,9.18,47.45,8.57,45.5,47.45,9.18,8.57,0.794124526,0.828158434,0.160221168,0.149574663,138,222
"Denver, United States Of America - San Francisco, United States Of America",SFO,DEN,37.6,-122.39,39.77,-104.86,37.6,39.77,-122.39,-104.86,0.656243564,0.694117195,-2.136107708,-1.830151599,957,1540
"Chicago, United States Of America - Tokyo, Japan",NRT,ORD,35.8,140.39,41.6,-98.93,35.8,41.6,140.39,-98.93,0.624827649,0.726056709,2.450266861,-1.726653612,5912,9515
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,35.6,37.56,139.75,126.79,0.621336992,0.655545433,2.439096758,2.212902167,732,1178
"Dubai, United Arab Emirates - Istanbul, Turkey",DXB,IST,25.3,55.35,41.04,28.99,25.3,41.04,55.35,28.99,0.441568143,0.716282869,0.966039396,0.505970769,1862,2997
"Beijing, China - San Francisco, United States Of America",SFO,PEK,37.6,-122.39,40.07,116.58,37.6,40.07,-122.39,116.58,0.656243564,0.699353181,-2.136107708,2.034704114,5907,9506
"Dubai, United Arab Emirates - Karachi, Pakistan",KHI,DXB,24.9,67.15,25.25,55.35,24.9,25.25,67.15,55.35,0.434586828,0.440695479,1.171988174,0.966039396,739,1190
"London, United Kingdom - Stockholm, Sweden",ARN,LHR,60.7,15.85,51.47,-0.45,60.7,51.47,15.85,-0.45,1.059414477,0.898320645,0.276634588,-0.007853979,892,1435
"Atlanta, United States Of America - London, United Kingdom",ATL,LHR,42.9,-83.53,51.47,-0.45,42.9,51.47,-83.53,-0.45,0.748745981,0.898320645,-1.457873003,-0.007853979,3736,6013
"Chicago, United States Of America - Dallas, United States Of America",DFW,ORD,32.9,-97.04,41.6,-98.93,32.9,41.6,-97.04,-98.93,0.574213119,0.726056709,-1.693666901,-1.726653612,611,983
"Hong Kong, Hong Kong - Paris, France",CDG,HKG,49,2.54,22.32,113.94,49,22.32,2.54,113.94,0.855211028,0.38955735,0.044331347,1.988627439,5967,9602
"Geneva, Switzerland - Nairobi, Kenya",GVA,NBO,47.5,8.57,-1.28,36.81,47.5,-1.28,8.57,36.81,0.829031098,-0.022340206,0.149574663,0.642455468,3780,6083
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,22.3,1.34,113.94,103.98,0.389208284,0.023387404,1.988627439,1.814792707,1597,2570
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,52.3,50.05,4.75,8.56,0.912806872,0.873536978,0.08290311,0.149400131,227,365
"Boston, United States Of America - Philadelphia, United States Of America",PHL,BOS,45.1,-89.01,42.21,-71,45.1,42.21,-89.01,-71,0.787143211,0.736703214,-1.553517012,-1.239183326,921,1482
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,47.5,46.23,8.57,6.11,0.829031098,0.806865425,0.149574663,0.106639579,146,235
"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,51.5,55.86,-0.45,-4.43,0.898844243,0.974940572,-0.007853979,-0.077318058,343,552
"Edinburgh, United Kingdom - Isle Of Man, United Kingdom",IOM,EDI,54.1,-4.63,55.96,-3.34,54.1,55.96,-4.63,-3.34,0.944222788,0.9766859,-0.080808715,-0.058293976,138,223
"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,45.5,51.47,9.18,-0.45,0.794124526,0.898320645,0.160221168,-0.007853979,604,971
"Chicago, United States Of America - Minneapolis, United States Of America",MSP,ORD,44.9,-93.2,41.6,-98.93,44.9,41.6,-93.2,-98.93,0.783652554,0.726056709,-1.626646281,-1.726653612,368,592
"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23,25.3,-26.13,55.35,28.23,0.441568143,-0.45605437,0.966039396,0.492706272,3992,6424
"New York, United States Of America - Richmond, United States Of America",RIC,LGA,45.8,-94.22,40.77,-73.88,45.8,40.77,-94.22,-73.88,0.799360512,0.711570482,-1.644448633,-1.28944879,1078,1735
"Milan, Italy - New York, United States Of America",JFK,LIN,51.5,-0.45,45.47,9.18,51.5,45.47,-0.45,9.18,0.898844243,0.793600927,-0.007853979,0.160221168,606,976
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,1.3,51.47,103.98,-0.45,0.022689272,0.898320645,1.814792707,-0.007853979,6771,10898
"Chicago, United States Of America - Des Moines, United States Of America",ORD,DSM,41.6,-98.93,41.53,-93.65,41.6,41.53,-98.93,-93.65,0.726056709,0.724834979,-1.726653612,-1.63450026,273,440
"Durban, South Africa - Port Elizabeth, South Africa",PLZ,DUR,-34,25.61,-29.96,30.95,-34,-29.96,25.61,30.95,-0.593411733,-0.522900457,0.446978662,0.54017921,420,675
"Newark, United States Of America - Tulsa, United States Of America",EWR,TUL,41.6,-98.93,34.23,-89.36,41.6,34.23,-98.93,-89.36,0.726056709,0.597425989,-1.726653612,-1.559625662,729,1173
"Geneva, Switzerland - Johannesburg, South Africa",GVA,JNB,47.5,8.57,-26.13,28.23,47.5,-26.13,8.57,28.23,0.829031098,-0.45605437,0.149574663,0.492706272,5238,8430
"Cincinnati, United States Of America - Newark, United States Of America",EWR,CVG,40.7,-74.18,39.06,-84.66,40.7,39.06,-74.18,-84.66,0.710348752,0.681725362,-1.294684776,-1.477595216,567,913
"Johannesburg, South Africa - Mahe Island, Seychelles Islands",JNB,SEZ,-26.1,28.23,-4.68,55.52,-26.1,-4.68,28.23,55.52,-0.455530772,-0.08168138,0.492706272,0.969006454,2336,3759
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,40.1,31.19,116.58,121.34,0.69987678,0.544367999,2.034704114,2.117781757,672,1081
"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85,1.3,-37.67,103.98,144.85,0.022689272,-0.657465294,1.814792707,2.528108518,3751,6036
"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,28.7,19.09,77.26,72.86,0.500909316,0.333183235,1.348440898,1.271646438,720,1159
"Beijing, China - New York, United States Of America",PEK,JFK,40.1,116.58,40.64,-73.79,40.1,40.64,116.58,-73.79,0.69987678,0.709301554,2.034704114,-1.287877995,6828,10988
"Cleveland, United States Of America - Newark, United States Of America",EWR,CLE,40.7,-74.18,45.46,-120.2,40.7,45.46,-74.18,-120.2,0.710348752,0.793426394,-1.294684776,-2.097885011,2316,3727
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,51.5,47.45,-0.45,8.57,0.898844243,0.828158434,-0.007853979,0.149574663,492,792
"Frankfurt, Germany - Munich, Germany",FRA,MUC,50.1,8.56,48.34,11.77,50.1,48.34,8.56,11.77,0.874409643,0.843691859,0.149400131,0.20542518,189,305
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,37.5,22.32,126.66,113.94,0.654498235,0.38955735,2.21063324,1.988627439,1295,2084
"Bombay, India - Madras, India",MAA,BOM,13.1,80.23,19.09,72.86,13.1,19.09,80.23,72.86,0.22863805,0.333183235,1.400277158,1.271646438,641,1032
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,50.1,49.01,8.56,2.54,0.874409643,0.855385561,0.149400131,0.044331347,280,451
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,37.5,22.32,126.66,113.94,0.654498235,0.38955735,2.21063324,1.988627439,1295,2084
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,22.3,14.51,113.94,121.02,0.389208284,0.253247184,1.988627439,2.112196706,711,1145
"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,31.1,22.32,121.8,113.94,0.542797203,0.38955735,2.125810269,1.988627439,777,1250
"George, South Africa - Johannesburg, South Africa",GRJ,JNB,-34,22.38,-26.13,28.23,-34,-26.13,22.38,28.23,-0.593411733,-0.45605437,0.390604547,0.492706272,647,1041
"Jakarta-soekarno, Indonesia - London, United Kingdom",LHR,CGK,22.3,113.94,-6.13,106.66,22.3,-6.13,113.94,106.66,0.389208284,-0.106988645,1.988627439,1.861567515,2027,3263
"Johannesburg, South Africa - Kimberly, South Africa",JNB,KIM,-26.1,28.23,-28.79,24.77,-26.1,-28.79,28.23,24.77,-0.455530772,-0.502480112,0.492706272,0.432317901,282,454
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,28.7,51.47,77.26,-0.45,0.500909316,0.898320645,1.348440898,-0.007853979,4187,6738
"Budapest, Hungary - London, United Kingdom",LHR,BUD,51.5,-0.45,47.45,19.22,51.5,47.45,-0.45,19.22,0.898844243,0.828158434,-0.007853979,0.335452162,924,1487
"Bombay, India - Glasgow, United Kingdom",BOM,GLA,51.5,-0.45,55.86,-4.43,51.5,55.86,-0.45,-4.43,0.898844243,0.974940572,-0.007853979,-0.077318058,343,552
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,50.1,52.31,8.56,4.75,0.874409643,0.912981405,0.149400131,0.08290311,225,362
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,50.1,49.01,8.56,2.54,0.874409643,0.855385561,0.149400131,0.044331347,280,451
"London, United Kingdom - Muscat, Oman",MCT,LHR,23.6,58.29,51.47,-0.45,23.6,51.47,58.29,-0.45,0.411897556,0.898320645,1.017352057,-0.007853979,3628,5839
"Atlanta, United States Of America - Philadelphia, United States Of America",ATL,PHL,42.9,-83.53,45.05,-89.01,42.9,45.05,-83.53,-89.01,0.748745981,0.786270547,-1.457873003,-1.553517012,311,500
"London, United Kingdom - Reykjavik-keflavik, Iceland",LHR,KEF,51.5,-0.45,63.99,-22.61,51.5,63.99,-0.45,-22.61,0.898844243,1.116835789,-0.007853979,-0.394618803,1178,1895
"Madrid, Spain - New York, United States Of America",MAD,NYC,40.5,-3.58,40.71,-74.01,40.5,40.71,-3.58,-74.01,0.706858094,0.710523284,-0.062482765,-1.291717718,3592,5780
"Lisbon, Portugal - Manchester, United Kingdom",MAN,LIS,53.4,0.1,38.77,-9.13,53.4,38.77,0.1,-9.13,0.932005487,0.676663909,0.001745329,-0.159348504,1102,1774
"Singapore, Singapore - Taipei, Taiwan",SIN,TPE,1.3,103.98,25.08,121.24,1.3,25.08,103.98,121.24,0.022689272,0.43772842,1.814792707,2.116036428,2008,3232
"Athens, Greece - New York, United States Of America",ATH,JFK,37.9,23.72,40.64,-73.79,37.9,40.64,23.72,-73.79,0.66147955,0.709301554,0.413991951,-1.287877995,4927,7928
"Manila, Philippines - Philadelphia, United States Of America",PHL,MNL,37.3,-107.75,14.51,121.02,37.3,14.51,-107.75,121.02,0.651007578,0.253247184,-1.880591597,2.112196706,7666,12338
"Milan, Italy - Paris, France",CDG,LIN,49,2.54,45.47,9.18,49,45.47,2.54,9.18,0.855211028,0.793600927,0.044331347,0.160221168,396,637
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,18.6,19.09,73.91,72.86,0.324631125,0.333183235,1.289972389,1.271646438,77,123
"London, United Kingdom - Mahe Island, Seychelles Islands",SEZ,LHR,25.3,51.56,51.47,-0.45,25.3,51.47,51.56,-0.45,0.441568143,0.898320645,0.899891441,-0.007853979,3256,5241
"London, United Kingdom - New York, United States Of America",NYC,LHR,40.7,-74.01,51.47,-0.45,40.7,51.47,-74.01,-0.45,0.710348752,0.898320645,-1.291717718,-0.007853979,3453,5557
"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,25.1,22.32,121.24,113.94,0.438077486,0.38955735,2.116036428,1.988627439,501,806
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,22.3,19.09,113.94,72.86,0.389208284,0.333183235,1.988627439,1.271646438,2659,4280
"Philadelphia, United States Of America - San Diego, United States Of America",SAN,PHL,41.6,-98.93,45.05,-89.01,41.6,45.05,-98.93,-89.01,0.726056709,0.786270547,-1.726653612,-1.553517012,553,890
"Glasgow, United Kingdom - Newark, United States Of America",EWR,GLA,51.5,-0.45,55.86,-4.43,51.5,55.86,-0.45,-4.43,0.898844243,0.974940572,-0.007853979,-0.077318058,343,552
"Bombay, India - Newark, United States Of America",EWR,BOM,40.7,-74.18,19.09,72.86,40.7,19.09,-74.18,72.86,0.710348752,0.333183235,-1.294684776,1.271646438,7804,12559
"East London, South Africa - Johannesburg, South Africa",ELS,JNB,-33,27.83,-26.13,28.23,-33,-26.13,27.83,28.23,-0.575958447,-0.45605437,0.485724957,0.492706272,476,766
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,2.8,1.34,101.71,103.98,0.048869202,0.023387404,1.775173747,1.814792707,187,300
"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,37.6,51.47,-122.39,-0.45,0.656243564,0.898320645,-2.136107708,-0.007853979,5361,8628
"Lima, Peru - Newark, United States Of America",LIM,EWR,-12,-77.11,40.69,-74.18,-12,40.69,-77.11,-74.18,-0.209439435,0.710174219,-1.345822905,-1.294684776,3649,5873
"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,55.9,51.89,-4.43,0.26,0.975638703,0.905651025,-0.077318058,0.004537854,337,542
"Accra, Ghana - Nairobi, Kenya",NBO,ACC,-1.3,36.81,5.6,-0.17,-1.3,5.6,36.81,-0.17,-0.022689272,0.097738403,0.642455468,-0.002967059,2599,4182
"London, United Kingdom - Montreal, Canada",YUL,LHR,45.5,-73.75,51.47,-0.45,45.5,51.47,-73.75,-0.45,0.794124526,0.898320645,-1.287179863,-0.007853979,3243,5219
"Dubai, United Arab Emirates - Sydney, Australia",SYD,DXB,-33.9,151.23,25.25,55.35,-33.9,25.25,151.23,55.35,-0.591666405,0.440695479,2.639460484,0.966039396,7494,12061
"Lisbon, Portugal - Sao Paulo, Brazil",LIS,GRU,38.8,-9.13,-23.42,-46.48,38.8,-23.42,-9.13,-46.48,0.677187508,-0.408755965,-0.159348504,-0.811228746,4937,7945
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,25.3,13.05,55.35,80.23,0.441568143,0.227765386,0.966039396,1.400277158,1828,2942
"Los Angeles, United States Of America - Tokyo, Japan",LAX,NRT,34.1,-118.24,35.75,140.39,34.1,35.75,-118.24,140.39,0.595157062,0.623954984,-2.06367657,2.450266861,5447,8766
"Aberdeen, United Kingdom - London, United Kingdom",LHR,ABZ,51.5,-0.45,57.2,-2.2,51.5,57.2,-0.45,-2.2,0.898844243,0.998327975,-0.007853979,-0.03839723,400,645
"Frankfurt, Germany - Paris, France",CDG,FRA,49,2.54,50.05,8.56,49,50.05,2.54,8.56,0.855211028,0.873536978,0.044331347,0.149400131,280,450
"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,47.5,51.47,8.57,-0.45,0.829031098,0.898320645,0.149574663,-0.007853979,489,787
"Dubai, United Arab Emirates - Frankfurt, Germany",FRA,DXB,50.1,8.56,25.25,55.35,50.1,25.25,8.56,55.35,0.874409643,0.440695479,0.149400131,0.966039396,3014,4851
"New York, United States Of America - Vancouver, Canada",YVR,JFK,49.2,-123.17,40.64,-73.79,49.2,40.64,-123.17,-73.79,0.858701685,0.709301554,-2.149721271,-1.287877995,2444,3933
"Manchester, United Kingdom - Newark, United States Of America",EWR,MAN,40.7,-74.18,53.37,0.1,40.7,53.37,-74.18,0.1,0.710348752,0.931481889,-1.294684776,0.001745329,3442,5540
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,51.5,1.34,-0.45,103.98,0.898844243,0.023387404,-0.007853979,1.814792707,6769,10893
"Madrid, Spain - San Francisco, United States Of America",MAD,SFO,51.5,-0.45,37.61,-122.39,51.5,37.61,-0.45,-122.39,0.898844243,0.656418097,-0.007853979,-2.136107708,5359,8625
"Edinburgh, United Kingdom - Singapore, Singapore",EDI,SIN,51.5,-0.45,1.34,103.98,51.5,1.34,-0.45,103.98,0.898844243,0.023387404,-0.007853979,1.814792707,6769,10893
"Las Vegas, United States Of America - London, United Kingdom",LAS,LGW,32,-87.96,51.16,-0.16,32,51.16,-87.96,-0.16,0.558505161,0.892910126,-1.535191061,-0.002792526,4450,7161
"Chicago, United States Of America - Houston, United States Of America",ORD,IAH,41.6,-98.93,29.98,-95.34,41.6,29.98,-98.93,-95.34,0.726056709,0.523249523,-1.726653612,-1.663996314,828,1333
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,1.3,-33.92,103.98,151.23,0.022689272,-0.592015471,1.814792707,2.639460484,3915,6300
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79,-12,-33.39,-77.11,-70.79,-0.209439435,-0.582765229,-1.345822905,-1.235518136,1533,2466
"Cairo, Egypt - London, United Kingdom",LHR,CAI,51.5,-0.45,30.05,31.25,51.5,30.05,-0.45,31.25,0.898844243,0.524471253,-0.007853979,0.545415196,2196,3534
"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98,50.1,1.34,8.56,103.98,0.874409643,0.023387404,0.149400131,1.814792707,6394,10290
"Gothenburg, Sweden - London, United Kingdom",LHR,GOT,51.5,-0.45,59.56,16.49,51.5,59.56,-0.45,16.49,0.898844243,1.039517731,-0.007853979,0.287804691,862,1387
"New York, United States Of America - Sydney, Australia",JFK,SYD,40.6,-73.79,-33.92,151.23,40.6,-33.92,-73.79,151.23,0.708603423,-0.592015471,-1.287877995,2.639460484,9957,16024
"New York, United States Of America - Tampa, United States Of America",TPA,LGA,28,-82.54,40.77,-73.88,28,40.77,-82.54,-73.88,0.488692016,0.711570482,-1.440594249,-1.28944879,1011,1627
"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,51.5,-26.13,-0.45,28.23,0.898844243,-0.45605437,-0.007853979,0.492706272,5646,9086
"Houston, United States Of America - Paris, France",CDG,IAH,39,-77.45,29.98,-95.34,39,29.98,-77.45,-95.34,0.680678165,0.523249523,-1.351757022,-1.663996314,1192,1919
"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94,37.6,22.32,-122.39,113.94,0.656243564,0.38955735,-2.136107708,1.988627439,6921,11138
"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26,19.1,28.66,72.86,77.26,0.333357768,0.500211185,1.271646438,1.348440898,717,1154
"Los Angeles, United States Of America - Manila, Philippines",LAX,MNL,37.5,126.66,14.51,121.02,37.5,14.51,126.66,121.02,0.654498235,0.253247184,2.21063324,2.112196706,1627,2619
"Geneva, Switzerland - London, United Kingdom",GVA,LHR,46.2,6.11,51.47,-0.45,46.2,51.47,6.11,-0.45,0.806341826,0.898320645,0.106639579,-0.007853979,471,758
"Amsterdam, Netherlands - Johannesburg, South Africa",JNB,AMS,-26.1,28.23,52.31,4.75,-26.1,52.31,28.23,4.75,-0.455530772,0.912981405,0.492706272,0.08290311,5607,9023
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,22.3,25.08,113.94,121.24,0.389208284,0.43772842,1.988627439,2.116036428,501,806
"Fukuoka, Japan - Tokyo, Japan",HND,FUK,35.6,139.75,33.6,130.44,35.6,33.6,139.75,130.44,0.621336992,0.586430419,2.439096758,2.276606662,548,881
"Dubai, United Arab Emirates - Frankfurt, Germany",DXB,FRA,25.3,55.35,50.05,8.56,25.3,50.05,55.35,8.56,0.441568143,0.873536978,0.966039396,0.149400131,3010,4845
"New York, United States Of America - Toronto, Canada",YYZ,LGA,43.7,-79.61,40.77,-73.88,43.7,40.77,-79.61,-73.88,0.76270861,0.711570482,-1.389456121,-1.28944879,356,574
